         Modell Rückenlehne  Dichtefaktor Rückenlehnenteil  CNCAP_NIC_min  CNCAP_NIC_max  CNCAP_Scheerkraft_max  CNCAP_Scheerkraft_min  CNCAP_Druckkraft_max  CNCAP_Druckkraft_min  CNCAP_Biegemoment_UN_OC_max  CNCAP_Biegemoment_UN_OC_min  CNCAP_Biegemoment_LN_max  CNCAP_Biegemoment_LN_min  Bewertung_CNCAP_gesamt  Bewertung_CNCAP_LN  Bewertung_CNCAP_UN  Bewertung_CNCAP_NIC  BIO_x_1_max  BIO_x_t1_max  BIO_x_1_max  BIO_x_t1_max  BIO_x_t8_max  BIO_x_l1_max  BIO_xi_1_max  BIO_xi_t1_max  BIO_xi_t8_max  BIO_xi_l1_max  BIO_xii_1_max  BIO_xii_t1_max  BIO_xii_t8_max  BIO_xii_l1_max  BIO_xiii_1_max  BIO_xiii_t1_max  BIO_xiii_t8_max  BIO_xiii_l1_max  BIO_x_rel_max  BIO_xi_rel_max  BIO_xii_rel_max  BIO_xiii_rel_max  BIO_xiii_rel_summe  BIO_Scheerkraft_max  BIO_Scheerkraft_min  BIO_Scheerkraft_res_max  BIO_Scheerkraft_res_min  BIO_phi_z_1_max  BIO_phi_z_t1_max  BIO_dphi_res_1_t1_max  BIO_dphi_res_1_t1_min  BIO_dphi_res_t1_t8_max  BIO_dphi_res_t1_t8_min  BIO_dphi_res_t8_l1_max  BIO_dphi_res_t8_l1_min  BIO_dphi_z_1_t1_max  BIO_dphi_z_1_t1_min  BIO_dphi_z_t1_t8_max  BIO_dphi_z_t1_t8_min  BIO_dphi_z_t8_l1_max  BIO_dphi_z_t8_l1_min  BIO_Kopfkontaktkraft_x_max  BIO_Kopfkontaktkraft_x_min  BIO_Kopf_v_x_max  Bio_Kopf_v_x_min  BIO_Kopf_v_res_max  Bio_Kopf_v_res_min  BIO_s_res_1_max  BIO_s_res_t1_max  BIO_phi_y_1_max  BIO_phi_y_t1_max  BIO_xii_1_avg  BIO_xii_t1_avg  BIO_xii_t8_avg  BIO_xii_l1_avg  BIO_xiii_1_avg  BIO_xiii_t1_avg  BIO_xiii_t8_avg  BIO_xiii_l1_avg  BIO_xiii_1_summe  BIO_xiii_t1_summe  BIO_xiii_rel_summe  BIO_Federrate_avg  Energie_Kopf_max  Energie_Kopf_min  Energie_Oberkörper_max  Energie_Oberkörper_min  Energie_Gesamt_max  Energie_Gesamt_min  Energie_Gesamt_Summe        Wirkung  T_Kopfkontakt    t_start      t_ende
237  VW316_8_AP       KEB23           5.7          WL_SP04     -20.393120      17.782379               0.062895              -0.363839              0.507095              0.079361                     8.246347                    -0.002605                  4.955219              5.383855e-01                    4.11                 1.5                1.50                 1.11 -1016.260560   -961.498444 -1016.260560   -961.498444   -936.971619   -918.782410      8.700296       7.838296       7.017667       5.876359       0.246076        0.162487        0.242597        0.253245        0.048727         0.009141        -0.016839         0.024694     -43.338402        1.277712        -0.105094         -0.039620           17.276072             0.032556            -0.048305                 0.108255                -0.057060         0.074707          0.069217               5.426319               0.000006                8.183485                0.000073               13.800327                0.000052             0.591938        -1.503156e-07              1.144477         -3.914511e-07             -1.369055         -7.696303e-07                       0.009                      -1.449          8.700296         -0.009746            8.716548            0.000041      1018.206509        962.870805        -0.291668          0.320037       0.044266        0.040086        0.035719        0.031109       -0.000061    -1.884904e-05    -1.053665e-04     1.631046e-05         16.360241           8.421863           17.276072          -4.941816        173.341911      8.829988e-11             2925.210251            2.865087e-09         3098.029867        2.953387e-09          7.521607e+06  376005.472365      81.499996  51.522251  133.022247
238  VW316_8_AP       KEB23           5.7          WL_SP06     -24.904897      15.524503               0.108289              -0.543996              0.552833              0.084486                     7.013401                    -0.004054                  6.503762              9.629458e-02                    3.99                 1.5                1.17                 1.32 -1033.687870   -972.625488 -1033.687870   -972.625488   -937.174438   -915.684204      8.630443       7.859595       6.978079       5.856970       0.239516        0.233740        0.239654        0.237459        0.043767        -0.023666        -0.023480         0.028198     -37.160042        1.107190        -0.125138         -0.033807           17.506281             0.065620            -0.028599                 0.140745                -0.085595        -0.067717         -0.068552               6.781966               0.000005                8.294883                0.000093               14.873673                0.000055            -0.619867        -8.558692e-08             -1.497102          2.615121e-07              1.927221          2.637880e-07                       0.007                      -1.319          8.630443         -0.005824            8.651959            0.000047      1035.506896        973.737142        -0.317888          0.313954       0.043829        0.040301        0.036324        0.030585       -0.000048    -1.820717e-05     2.407119e-05    -1.005252e-04         13.680824          11.037079           17.506281          -5.039135        170.569596      6.147153e-11             2915.733869            4.015748e-09         3086.300412        4.077220e-09          7.538511e+06  376852.670443      77.650078  51.521996  129.172073
239  VW316_8_AP       KEB23           5.8          WL_SP04     -20.973884      18.325972               0.062329              -0.363700              0.505814              0.079361                     8.424929                    -0.001588                  4.937595              4.986483e-01                    4.06                 1.5                1.50                 1.06 -1015.829040   -961.280121 -1015.829040   -961.280121   -936.883850   -918.782593      8.700285       7.836996       7.017263       5.873814       0.249302        0.161829        0.243245        0.252978        0.049303         0.009096        -0.017008         0.024599     -43.394372        1.284562        -0.107977         -0.040227           17.444025             0.032716            -0.049305                 0.110162                -0.056938         0.074807          0.069385               5.439067               0.000006                8.204333                0.000073               13.815850                0.000052             0.596130        -1.503156e-07              1.145746         -3.914511e-07             -1.373724         -7.696303e-07                       0.009                      -1.464          8.700285         -0.009746            8.716261            0.000041      1017.786990        962.660561        -0.290299          0.320543       0.044260        0.040085        0.035729        0.031121       -0.000061    -1.491204e-05    -1.007825e-04     1.304419e-05         16.511344           8.403442           17.444025          -4.924949        173.341455      8.829624e-11             2923.975743            2.865341e-09         3096.812020        2.953637e-09          7.519830e+06  375916.616009      81.649997  51.622250  133.272247
240  VW316_8_AP       KEB23           5.8          WL_SP06     -24.943695      16.010816               0.108121              -0.543399              0.552869              0.084486                     7.035592                    -0.002716                  6.506229              1.111049e-01                    3.95                 1.5                1.18                 1.27 -1033.551270   -972.481720 -1033.551270   -972.481720   -937.071106   -915.620667      8.633073       7.859957       6.976149       5.855585       0.241806        0.234278        0.239535        0.237371        0.044238        -0.023788        -0.023544         0.028124     -37.275986        1.115817        -0.125317         -0.034242           17.704161             0.066021            -0.028556                 0.142288                -0.086489        -0.067786         -0.068602               6.760670               0.000005                8.286103                0.000093               14.876753                0.000055            -0.622414        -8.572134e-08             -1.496346          2.615118e-07              1.928719          2.638480e-07                       0.006                      -1.330          8.633073         -0.005824            8.654348            0.000047      1035.377109        973.597564        -0.317745          0.313822       0.043844        0.040317        0.036293        0.030575       -0.000048    -1.886990e-05     2.062469e-05    -9.942385e-05         13.798091          11.105200           17.704161          -5.043169        170.673578      6.147518e-11             2914.130001            4.016807e-09         3084.801279        4.078282e-09          7.536420e+06  376747.493217      77.699864  51.571987  129.271851
241  VW316_8_AP       KEB23           5.9          WL_SP04     -21.452623      18.675897               0.062725              -0.361764              0.506249              0.079361                     8.656407                     0.000253                  4.900685              4.964083e-01                    4.03                 1.5                1.50                 1.03 -1015.353940   -961.067200 -1015.353940   -961.067200   -936.799927   -918.774292      8.699422       7.836989       7.017042       5.874390       0.251911        0.161623        0.243517        0.252727        0.049802         0.009043        -0.017053         0.024557     -43.408462        1.291701        -0.110362         -0.040765           17.585045             0.033808            -0.049460                 0.109790                -0.056738         0.074908          0.069515               5.415827               0.000007                8.212359                0.000073               13.829734                0.000052             0.600369        -1.503250e-07              1.147960         -3.914511e-07             -1.379507         -7.697801e-07                       0.005                      -1.482          8.699422         -0.009746            8.715178            0.000041      1017.318529        962.451989        -0.288767          0.320815       0.044242        0.040078        0.035739        0.031139       -0.000061    -1.357411e-05    -9.657069e-05     6.326813e-06         16.608813           8.390960           17.585045          -4.916381        173.307065      8.831022e-11             2923.407416            2.865331e-09         3096.223048        2.953641e-09          7.518074e+06  375828.807639      81.850002  51.772251  133.622253
242  VW316_8_AP       KEB23           5.9          WL_SP06     -24.975984      16.438473               0.108216              -0.542925              0.553379              0.084486                     7.199675                     0.001021                  6.507129              9.218346e-02                    3.90                 1.5                1.17                 1.23 -1033.316160   -972.310821 -1033.316160   -972.310821   -936.996277   -915.636292      8.635558       7.857237       6.974240       5.853245       0.244528        0.234136        0.239565        0.237326        0.044773        -0.023792        -0.023792         0.028219     -37.393418        1.123534        -0.125472         -0.034694           17.859562             0.066028            -0.028830                 0.141940                -0.085995        -0.067790         -0.068588               6.737213               0.000005                8.279265                0.000093               14.870856                0.000055            -0.625471        -8.562097e-08             -1.495144          2.615131e-07              1.943300          2.638009e-07                       0.003                      -1.346          8.635558         -0.005824            8.656368            0.000047      1035.157739        973.433480        -0.317431          0.314023       0.043856        0.040299        0.036235        0.030554       -0.000048    -1.832140e-05     2.220854e-05    -9.793940e-05         13.942105          11.147234           17.859562          -5.037567        170.771859      4.820012e-11             2913.076061            4.015759e-09         3083.844374        4.077208e-09          7.534376e+06  376645.746764      77.750123  51.621902  129.372025
243  VW316_8_AP       KEB23           6.0          WL_SP04     -21.922124      19.121709               0.062230              -0.362194              0.507333              0.079361                     8.725897                    -0.000222                  4.896304              4.973695e-01                    3.99                 1.5                1.50                 0.99 -1015.022580   -960.885131 -1015.022580   -960.885131   -936.733826   -918.793396      8.700358       7.836279       7.017465       5.871342       0.254575        0.161174        0.243720        0.252532        0.050283         0.008999        -0.017037         0.024532     -43.437881        1.295796        -0.112702         -0.041284           17.698157             0.033532            -0.050031                 0.114602                -0.057003         0.074999          0.069715               5.418987               0.000006                8.223873                0.000073               13.850233                0.000052             0.603339        -1.503224e-07              1.151393         -3.914506e-07             -1.380811         -7.697801e-07                       0.011                      -1.495          8.700358         -0.009746            8.715851            0.000041      1016.991583        962.271843        -0.287869          0.321273       0.044245        0.040090        0.035735        0.031147       -0.000061    -8.283376e-06    -9.480434e-05     3.087006e-06         16.699825           8.405110           17.698157          -4.901813        173.344381      8.832298e-11             2922.104656            2.864750e-09         3094.967389        2.953073e-09          7.515814e+06  375715.829792      81.999996  51.772251  133.772247
244  VW316_8_AP       KEB23           6.0          WL_SP06     -24.979623      16.934663               0.108740              -0.541544              0.556121              0.084486                     7.316500                    -0.003305                  6.403653              9.741235e-02                    3.86                 1.5                1.17                 1.19 -1033.217650   -972.188964 -1033.217650   -972.188964   -936.937073   -915.622681      8.639233       7.856183       6.972777       5.851425       0.246556        0.234440        0.239816        0.237095        0.045218        -0.023861        -0.023799         0.028166     -37.510490        1.131834        -0.125523         -0.035153           18.029086             0.066603            -0.028584                 0.141447                -0.086819        -0.067822         -0.068639               6.726362               0.000005                8.274583                0.000093               14.870299                0.000055            -0.628470        -8.551534e-08             -1.495350          2.615133e-07              1.950337          2.637538e-07                       0.002                      -1.359          8.639233         -0.005825            8.659613            0.000047      1035.070032        973.318221        -0.317259          0.314147       0.043877        0.040300        0.036162        0.030515       -0.000048    -1.630728e-05     1.316473e-05    -9.158278e-05         14.030499          11.192142           18.029086          -5.021916        170.917220      6.147728e-11             2912.154374            4.016395e-09         3083.068092        4.077872e-09          7.533166e+06  376585.687753      77.800190  51.721996  129.522186
245  VW316_8_AP       KEB23           6.1          WL_SP04     -22.441068      19.638430               0.062366              -0.360155              0.512439              0.079361                     8.592896                     0.002180                  4.851923              4.964105e-01                    3.94                 1.5                1.50                 0.94 -1014.559020   -960.611664 -1014.559020   -960.611664   -936.588013   -918.729797      8.699530       7.833323       7.016600       5.867914       0.257361        0.161687        0.244183        0.251841        0.050799         0.008932        -0.017046         0.024368     -43.487518        1.303947        -0.115285         -0.041866           17.800596             0.033793            -0.051134                 0.115090                -0.057083         0.075109          0.069768               5.396538               0.000006                8.251146                0.000073               13.846043                0.000051             0.609900        -1.503224e-07              1.150722         -3.914506e-07             -1.399255         -7.697801e-07                       0.001                      -1.509          8.699530         -0.009746            8.714759            0.000041      1016.552276        962.009960        -0.286587          0.321646       0.044229        0.040064        0.035722        0.031157       -0.000061    -7.315523e-06    -9.256430e-05    -4.217177e-06         16.796228           8.409778           17.800596          -4.886752        173.311359      8.829447e-11             2920.496867            2.866113e-09         3093.336225        2.954408e-09          7.513080e+06  375579.116160      82.250007  51.922249  134.172256
246  VW316_8_AP       KEB23           6.1          WL_SP06     -25.120715      17.273196               0.109792              -0.541230              0.560790              0.084486                     7.381255                    -0.004054                  6.403671              1.332504e-01                    3.82                 1.5                1.16                 1.16 -1033.093750   -972.066162 -1033.093750   -972.066162   -936.853149   -915.588318      8.641680       7.855638       6.971529       5.851812       0.249371        0.234542        0.239538        0.236851        0.045585        -0.023858        -0.023862         0.028017     -37.613158        1.139293        -0.126279         -0.035592           18.236088             0.066706            -0.028575                 0.142246                -0.087071        -0.067897         -0.068694               6.713113               0.000005                8.263951                0.000093               14.868407                0.000055            -0.631869        -8.567997e-08             -1.494791          2.615130e-07              1.962123          2.638264e-07                       0.006                      -1.371          8.641680         -0.005825            8.661778            0.000047      1034.962515        973.204166        -0.317301          0.313913       0.043892        0.040290        0.036149        0.030540       -0.000049    -1.582933e-05     1.904200e-05    -9.712564e-05         14.213664          11.215821           18.236088          -4.995946        171.014061      5.974181e-11             2911.147598            4.012519e-09         3082.159431        4.074008e-09          7.531538e+06  376503.583760      78.150177  51.771774  129.921951
247  VW316_8_AP       KEB23           6.2          WL_SP04     -23.049036      20.240708               0.062441              -0.359731              0.516448              0.079361                     8.634041                    -0.002605                  4.791061              4.973252e-01                    3.89                 1.5                1.50                 0.89 -1014.243530   -960.448914 -1014.243530   -960.448914   -936.564819   -918.797913      8.700439       7.833661       7.016493       5.864278       0.260614        0.161349        0.244575        0.251392        0.051325         0.008873        -0.017003         0.024316     -43.497864        1.305807        -0.118296         -0.042454           17.984273             0.033586            -0.051690                 0.118785                -0.056683         0.075306          0.069906               5.410526               0.000006                8.261268                0.000073               13.861066                0.000052             0.614797        -1.503224e-07              1.152409         -3.914506e-07             -1.401180         -7.697793e-07                       0.011                      -1.523          8.700439         -0.009747            8.715457            0.000041      1016.239544        961.847007        -0.285457          0.322071       0.044236        0.040093        0.035681        0.031185       -0.000061    -5.836439e-06    -9.554005e-05    -1.635685e-06         16.969905           8.394119           17.984273          -4.891161        173.347573      8.829994e-11             2919.571485            2.861931e-09         3092.469109        2.950230e-09          7.511376e+06  375493.949915      82.150001  51.922249  134.072250
248  VW316_8_AP       KEB23           6.2          WL_SP06     -25.091034      17.727963               0.110367              -0.540791              0.563797              0.084486                     7.554059                    -0.000915                  6.407193              1.391403e-01                    3.77                 1.5                1.15                 1.12 -1032.886470   -971.898498 -1032.886470   -971.898498   -936.754639   -915.542664      8.644068       7.854600       6.970015       5.849721       0.251911        0.234913        0.239516        0.236910        0.046064        -0.023797        -0.023901         0.028004     -37.723480        1.144924        -0.126124         -0.036032           18.426184             0.066896            -0.029559                 0.141111                -0.086607        -0.067911         -0.068722               6.723912               0.000005                8.263232                0.000092               14.863809                0.000056            -0.637302        -8.550051e-08             -1.494269          2.615134e-07              1.972320          2.637495e-07                       0.007                      -1.384          8.644068         -0.005825            8.663740            0.000047      1034.768445        973.043294        -0.316615          0.313893       0.043907        0.040304        0.036086        0.030495       -0.000048    -1.662816e-05     1.601140e-05    -9.070892e-05         14.306069          11.312646           18.426184          -4.991086        171.108588      4.454479e-11             2910.044788            4.016295e-09         3081.149563        4.077759e-09          7.529588e+06  376406.810114      78.200432  51.821785  130.022217
249  VW316_8_AP       KEB23           6.3          WL_SP04     -23.461472      20.616882               0.062688              -0.357926              0.517391              0.079361                     8.495197                    -0.002605                  4.720314              4.978686e-01                    3.85                 1.5                1.50                 0.85 -1013.749880   -960.191650 -1013.749880   -960.191650   -936.410950   -918.692566      8.699788       7.833592       7.015620       5.862822       0.262793        0.162213        0.244629        0.251295        0.051769         0.008810        -0.016954         0.024279     -43.577279        1.312521        -0.120360         -0.042973           18.126671             0.034852            -0.052103                 0.121481                -0.056495         0.075507          0.070018               5.366528               0.000006                8.284458                0.000073               13.862861                0.000052             0.618679         1.065701e-07              1.154011         -3.914510e-07             -1.405696         -7.697793e-07                       0.003                      -1.536          8.699788         -0.009748            8.714672            0.000041      1015.759698        961.599879        -0.283896          0.322412       0.044214        0.040091        0.035648        0.031209       -0.000061    -6.355499e-06    -9.071651e-05    -7.522134e-06         17.065972           8.414438           18.126671          -4.894098        173.321656      8.830151e-11             2918.724296            2.861149e-09         3091.604095        2.949450e-09          7.509276e+06  375388.954831      82.200000  52.122250  134.322250
250  VW316_8_AP       KEB23           6.3          WL_SP06     -25.202813      18.058992               0.111154              -0.540374              0.565292              0.084486                     7.610277                    -0.001113                  6.322269              1.261560e-01                    3.74                 1.5                1.15                 1.09 -1032.691410   -971.737915 -1032.691410   -971.737915   -936.676758   -915.535400      8.646390       7.851662       6.969720       5.846404       0.254174        0.235072        0.239458        0.236557        0.046552        -0.023824        -0.024021         0.027959     -37.845230        1.150250        -0.126688         -0.036459           18.602883             0.067122            -0.029454                 0.142128                -0.086392        -0.067922         -0.068721               6.687878               0.000005                8.256056                0.000093               14.866671                0.000055            -0.639650        -8.554601e-08             -1.492984          2.615130e-07              1.987574          2.637655e-07                       0.004                      -1.397          8.646390         -0.005825            8.665713            0.000047      1034.592238        972.891291        -0.316550          0.313841       0.043918        0.040286        0.036031        0.030467       -0.000049    -1.719963e-05     8.383608e-06    -8.193169e-05         14.423085          11.342096           18.602883          -4.982394        171.200536      3.015037e-11             2909.413707            4.015143e-09         3080.608217        4.076625e-09          7.527873e+06  376320.875097      78.350285  51.871868  130.222153
251  VW316_8_AP       KEB23           6.4          WL_SP04     -23.994657      21.004962               0.062381              -0.355929              0.517766              0.079361                     8.573737                    -0.002605                  4.725000              4.964105e-01                    3.82                 1.5                1.50                 0.82 -1013.410160   -960.025544 -1013.410160   -960.025544   -936.327148   -918.652222      8.700352       7.834427       7.015542       5.861543       0.265628        0.162911        0.245023        0.251057        0.052278         0.008747        -0.016971        -0.024192     -43.588890        1.314453        -0.123011         -0.043555           18.242225             0.034239            -0.052323                 0.123168                -0.056757         0.075508          0.070160               5.367826               0.000006                8.294484                0.000073               13.879841                0.000052             0.621309        -1.503224e-07              1.155692         -3.914506e-07             -1.404608         -7.700301e-07                       0.010                      -1.551          8.700352         -0.009747            8.715098            0.000041      1015.425722        961.440244        -0.282894          0.322773       0.044210        0.040104        0.035635        0.031217       -0.000061    -7.037243e-06    -9.242141e-05    -7.231961e-06         17.161807           8.442398           18.242225          -4.888007        173.344115      8.832760e-11             2918.296312            2.864261e-09         3091.209248        2.952588e-09          7.508124e+06  375331.394945      82.299995  52.172249  134.472244
252  VW316_8_AP       KEB23           6.4          WL_SP06     -25.304505      18.757551               0.112113              -0.538693              0.565607              0.084486                     7.693839                    -0.000815                  6.303447              1.342612e-01                    3.67                 1.5                1.15                 1.02 -1032.582520   -971.630402 -1032.582520   -971.630402   -936.618652   -915.514954      8.649584       7.852294       6.967226       5.847915       0.256544        0.235559        0.239294        0.236512        0.047000        -0.023858        -0.024182         0.027878     -37.959610        1.161128        -0.127237         -0.036906           18.828770             0.067526            -0.030213                 0.141577                -0.085808        -0.067923         -0.068731               6.676499               0.000005                8.253520                0.000092               14.862036                0.000056            -0.643275        -8.566122e-08             -1.491914          2.615127e-07              1.998244          2.638169e-07                       0.000                      -1.415          8.649584         -0.005824            8.668667            0.000047      1034.497423        972.792360        -0.316214          0.313749       0.043934        0.040292        0.036007        0.030497       -0.000049    -1.072121e-05     1.014004e-05    -8.516134e-05         14.558664          11.419168           18.828770          -4.984358        171.327038      4.300446e-11             2908.288356            4.014788e-09         3079.607347        4.076252e-09          7.526959e+06  376274.709997      78.300194  51.971779  130.271973
253  VW316_8_AP       KEB23           6.5          WL_SP04     -24.521868      21.507127               0.062632              -0.354059              0.515422              0.079361                     8.678806                    -0.000849                  4.690370              4.984425e-01                    3.77                 1.5                1.50                 0.77 -1012.933590   -959.796692 -1012.933590   -959.796692   -936.207825   -918.608215      8.699134       7.832936       7.014213       5.859488       0.268428        0.163496        0.245111        0.250536        0.052739         0.008659        -0.016927        -0.024145     -43.619148        1.318460        -0.125633         -0.044123           18.439792             0.034308            -0.052086                 0.124918                -0.056914         0.075608          0.070219               5.374263               0.000006                8.303447                0.000073               13.888804                0.000052             0.625896        -1.503224e-07              1.157410         -3.914506e-07             -1.409731         -7.697793e-07                       0.006                      -1.563          8.699134         -0.009747            8.713646            0.000041      1014.960153        961.217026        -0.281366          0.323020       0.044195        0.040123        0.035559        0.031248       -0.000061    -5.922417e-06    -8.793955e-05    -1.038655e-05         17.277670           8.468215           18.439792          -4.879816        173.295590      8.828245e-11             2916.891118            2.864136e-09         3089.781719        2.952418e-09          7.505773e+06  375213.835238      82.500007  52.172249  134.672256
254  VW316_8_AP       KEB23           6.5          WL_SP06     -25.484925      19.185478               0.112724              -0.536692              0.564988              0.084486                     7.780362                    -0.004054                  6.303645              1.376399e-01                    3.62                 1.5                1.14                 0.98 -1032.397950   -971.472931 -1032.397950   -971.472931   -936.534546   -915.499146      8.652185       7.851425       6.966506       5.844577       0.258903        0.235786        0.239421        0.236391        0.047480        -0.023903        -0.024302         0.027950     -38.067360        1.165807        -0.128156         -0.037371           19.046743             0.067783            -0.030471                 0.140609                -0.085861        -0.068006         -0.068789               6.660343               0.000005                8.246998                0.000093               14.856193                0.000055            -0.645927        -8.560366e-08             -1.491880          2.615128e-07              2.007441          2.637912e-07                       0.006                      -1.432          8.652185         -0.005825            8.670939            0.000047      1034.326634        972.640565        -0.316043          0.313741       0.043947        0.040296        0.035957        0.030464       -0.000049    -1.282262e-05     3.859486e-06    -7.834495e-05         14.717789          11.490619           19.046743          -4.982462        171.430117      2.401033e-11             2907.353149            4.015748e-09         3078.773024        4.077234e-09          7.524965e+06  376175.245669      78.300174  52.021892  130.322067
255  VW316_8_AP       KEB23           6.6          WL_SP04     -24.966204      21.945994               0.062399              -0.350719              0.512329              0.079361                     8.449967                    -0.002605                  4.713339              4.964105e-01                    3.73                 1.5                1.50                 0.73 -1012.639710   -959.610565 -1012.639710   -959.610565   -936.142456   -918.637451      8.700951       7.833128       7.013237       5.857750       0.270814        0.164662        0.245395        0.250216        0.053189         0.008639        -0.016733        -0.024545     -43.720932        1.325467        -0.127849         -0.044620           18.502418             0.034780            -0.052308                 0.121319                -0.056833         0.075809          0.070410               5.331102               0.000006                8.328216                0.000073               13.875240                0.000052             0.630946        -1.503224e-07              1.159532         -3.914506e-07             -1.422187         -7.700301e-07                       0.007                      -1.575          8.700951         -0.009748            8.715211            0.000041      1014.680589        961.036096        -0.280715          0.323328       0.044199        0.040127        0.035512        0.031248       -0.000061    -6.078357e-06    -8.510263e-05    -9.324057e-06         17.378716           8.509111           18.502418          -4.893716        173.367980      8.831993e-11             2915.453313            2.863123e-09         3088.401357        2.951443e-09          7.503658e+06  375108.056820      82.350006  52.322250  134.672256
256  VW316_8_AP       KEB23           6.6          WL_SP06     -25.440166      19.623341               0.113199              -0.535871              0.563868              0.084486                     7.819770                    -0.000121                  6.302152              1.371873e-01                    3.58                 1.5                1.14                 0.94 -1032.264770   -971.369507 -1032.264770   -971.369507   -936.496582   -915.520325      8.655023       7.850246       6.966357       5.843835       0.261346        0.235857        0.239348        0.236174        0.047772        -0.023855        -0.024457         0.027842     -38.159965        1.171724        -0.127943         -0.037698           19.210001             0.068040            -0.030482                 0.138687                -0.086094        -0.067988         -0.068747               6.650671               0.000005                8.244665                0.000092               14.860801                0.000056            -0.649793        -8.569005e-08             -1.490494          2.615130e-07              2.020835          2.638307e-07                       0.007                      -1.444          8.655023         -0.005825            8.673420            0.000047      1034.210352        972.545968        -0.315688          0.313683       0.043961        0.040283        0.035905        0.030466       -0.000049    -1.296701e-05     4.096223e-06    -7.520571e-05         14.834154          11.547300           19.210001          -4.982853        171.542564      1.611389e-11             2906.783636            4.016736e-09         3078.314783        4.078227e-09          7.524236e+06  376138.362426      78.299942  52.071976  130.371918
257  VW316_8_AP       KEB23           6.7          WL_SP04     -25.355014      22.275952               0.062512              -0.350281              0.511272              0.079361                     8.552964                    -0.002605                  4.701990              4.964105e-01                    3.70                 1.5                1.50                 0.70 -1012.186770   -959.382202 -1012.186770   -959.382202   -936.028503   -918.601135      8.700474       7.831917       7.012868       5.856505       0.272920        0.165880        0.245388        0.249908        0.053570         0.008575         0.016635        -0.024652     -43.769592        1.329528        -0.129799         -0.045095           18.674262             0.035433            -0.052461                 0.115367                -0.056806         0.075801          0.070508               5.291007               0.000006                8.318711                0.000073               13.891900                0.000052             0.631419        -1.503224e-07              1.160926         -3.913790e-07             -1.416410         -7.699723e-07                       0.008                      -1.588          8.700474         -0.009748            8.714521            0.000041      1014.228107        960.811867        -0.279343          0.323441       0.044188        0.040132        0.035495        0.031277       -0.000061    -4.444349e-06    -8.535737e-05    -1.170242e-05         17.464915           8.583475           18.674262          -4.897763        173.348979      8.833972e-11             2914.565527            2.861813e-09         3087.501714        2.950152e-09          7.501624e+06  375006.350593      82.300003  52.322250  134.622253
258  VW316_8_AP       KEB23           6.7          WL_SP06     -25.647432      20.234404               0.113412              -0.534107              0.566528              0.084486                     7.880882                    -0.001709                  6.264724              1.383907e-01                    3.52                 1.5                1.13                 0.89 -1032.140990   -971.255402 -1032.140990   -971.255402   -936.437683   -915.510803      8.657695       7.850526       6.965432       5.843350       0.263793        0.236658        0.239411        0.236209        0.048344        -0.023935        -0.024651         0.027822     -38.282364        1.180152        -0.128986         -0.038245           19.475018             0.068466            -0.030548                 0.139128                -0.086059        -0.068021         -0.068798               6.628885               0.000005                8.235730                0.000092               14.854779                0.000056            -0.654228        -8.578610e-08             -1.489970          2.615112e-07              2.033360          2.638725e-07                       0.006                      -1.456          8.657695         -0.005826            8.675832            0.000047      1034.101467        972.439352        -0.315363          0.313535       0.043976        0.040304        0.035872        0.030457       -0.000049    -1.315266e-05     4.265589e-06    -7.609011e-05         14.968801          11.645312           19.475018          -4.982622        171.648506      7.995385e-12             2905.906578            4.015890e-09         3077.541674        4.077375e-09          7.523006e+06  376076.428902      78.299827  52.121941  130.421768
259  VW316_8_AP       KEB23           6.8          WL_SP04     -25.863444      22.751217               0.062638              -0.349259              0.509559              0.079361                     8.819724                    -0.002605                  4.641285              4.173619e-01                    3.66                 1.5                1.50                 0.66 -1011.781490   -959.159301 -1011.781490   -959.159301   -935.906982   -918.536316      8.700290       7.830282       7.010830       5.855075       0.275464        0.166353        0.245449        0.249697        0.053987         0.008516         0.016628        -0.024733     -43.815407        1.332113        -0.132328         -0.045618           18.793577             0.035043            -0.053228                 0.107124                -0.057073         0.076109          0.070619               5.315903               0.000006                8.337526                0.000073               13.899990                0.000052             0.637858        -1.503231e-07              1.163571         -3.913872e-07             -1.424771         -7.699821e-07                       0.003                      -1.601          8.700290         -0.009748            8.714222            0.000041      1013.834971        960.593268        -0.278070          0.323862       0.044178        0.040141        0.035443        0.031293       -0.000061    -4.836714e-06    -8.260062e-05    -1.318572e-05         17.589702           8.591287           18.793577          -4.853625        173.341645      8.831742e-11             2913.581355            2.862537e-09         3086.540284        2.950854e-09          7.499255e+06  374887.953513      83.049995  52.472252  135.522247
